record_date,tot_pub_debt_out_amt,record_fiscal_year,record_calendar_year,record_calendar_day
2015-04-28,18151898676069.23,2015,2015,28
2015-04-27,18151908849687.15,2015,2015,27
2015-04-24,18151939363157.16,2015,2015,24
2015-04-23,18151949531837.77,2015,2015,23
2015-04-22,18151946904041.66,2015,2015,22
2015-04-21,18151957061585.57,2015,2015,21
2015-04-20,18151967217887.84,2015,2015,20
2015-04-17,18151997679396.05,2015,2015,17
2015-04-16,18152007830734.07,2015,2015,16
2015-04-15,18152003466281.43,2015,2015,15
2015-04-14,18152013569439.51,2015,2015,14
2015-04-13,18152023729666.57,2015,2015,13
2015-04-10,18152054202954.52,2015,2015,10
2015-04-09,18152064358207.58,2015,2015,09
2015-04-08,18152061396456.98,2015,2015,08
2015-04-07,18152071523374.83,2015,2015,07
2015-04-06,18152081649050.21,2015,2015,06
2015-04-03,18152112019695.11,2015,2015,03
2015-04-02,18152122140432.21,2015,2015,02
2015-04-01,18152046284380.77,2015,2015,01
2015-03-31,18152056197489.27,2015,2015,31
2015-03-30,18152327875384.93,2015,2015,30
2015-03-27,18152357604289.34,2015,2015,27
2015-03-26,18152367511357.61,2015,2015,26
2015-03-25,18152362814977.42,2015,2015,25
2015-03-24,18152372692901.05,2015,2015,24
2015-03-23,18152382569585.32,2015,2015,23
2015-03-20,18152412192314.93,2015,2015,20
2015-03-19,18152422064045.46,2015,2015,19
2015-03-18,18152408635055.51,2015,2015,18
2015-03-17,18152418378331.44,2015,2015,17
2015-03-16,18152428120668.55,2015,2015,16
2015-03-13,18152457339107.97,2015,2015,13
2015-03-12,18153816304576.28,2015,2015,12
2015-03-11,18148968934412.10,2015,2015,11
2015-03-10,18155726801056.46,2015,2015,10
2015-03-09,18150077808750.34,2015,2015,09
2015-03-06,18146997769289.23,2015,2015,06
2015-03-05,18147256483854.60,2015,2015,05
2015-03-04,18149661959194.69,2015,2015,04
2015-03-03,18149954531765.07,2015,2015,03
2015-03-02,18153537817364.77,2015,2015,02
2015-02-27,18155853840783.67,2015,2015,27
2015-02-26,18149752816959.60,2015,2015,26
2015-02-25,18133356358144.49,2015,2015,25
2015-02-24,18148105006223.08,2015,2015,24
2015-02-23,18141409083212.36,2015,2015,23
2015-02-20,18140525203303.60,2015,2015,20
2015-02-19,18138459241907.59,2015,2015,19
2015-02-18,18122881555570.98,2015,2015,18
2015-02-17,18122443088634.22,2015,2015,17
2015-02-13,18136847747421.82,2015,2015,13
2015-02-12,18136906268079.51,2015,2015,12
2015-02-11,18120851078035.52,2015,2015,11
2015-02-10,18132368869938.98,2015,2015,10
2015-02-09,18128511342681.14,2015,2015,09
2015-02-06,18124962972729.90,2015,2015,06
2015-02-05,18125876697430.99,2015,2015,05
2015-02-04,18099980277424.32,2015,2015,04
2015-02-03,18098502229899.76,2015,2015,03
2015-02-02,18099042237253.89,2015,2015,02
2015-01-30,18082294157510.20,2015,2015,30
2015-01-29,18085063837781.82,2015,2015,29
2015-01-28,18082591078060.27,2015,2015,28
2015-01-27,18095120088870.92,2015,2015,27
2015-01-26,18087727352703.72,2015,2015,26
2015-01-23,18086335602055.12,2015,2015,23
2015-01-22,18087425445178.53,2015,2015,22
2015-01-21,18083464106854.21,2015,2015,21
2015-01-20,18086048044499.39,2015,2015,20
2015-01-16,18080794482225.47,2015,2015,16
2015-01-15,18079608395519.69,2015,2015,15
2015-01-14,18081478613745.94,2015,2015,14
2015-01-13,18092170790087.37,2015,2015,13
2015-01-12,18086946763085.79,2015,2015,12
2015-01-09,18085826074241.57,2015,2015,09
2015-01-08,18084817920825.53,2015,2015,08
2015-01-07,18098260560760.27,2015,2015,07
2015-01-06,18097814959110.13,2015,2015,06
2015-01-05,18091316381602.62,2015,2015,05
2015-01-02,18080612655244.26,2015,2015,02
2014-12-31,18141444135563.30,2015,2014,31
2014-12-30,18043862247389.05,2015,2014,30
2014-12-29,18039456080782.95,2015,2014,29
2014-12-26,18030113356076.05,2015,2014,26
2014-12-24,18032267753648.54,2015,2014,24
2014-12-23,18044495047811.88,2015,2014,23
2014-12-22,18031021541347.52,2015,2014,22
2014-12-19,18027956621353.29,2015,2014,19
2014-12-18,18029014745208.99,2015,2014,18
2014-12-17,18027975066340.95,2015,2014,17
2014-12-16,18033285352731.29,2015,2014,16
2014-12-15,18026487992142.56,2015,2014,15
2014-12-12,17998480987314.10,2015,2014,12
2014-12-11,17999196518791.71,2015,2014,11
2014-12-10,17985409515198.76,2015,2014,10
