record_date,tot_pub_debt_out_amt,record_fiscal_year,record_calendar_year,record_calendar_day
2020-02-26,23426580610709.96,2020,2020,26
2020-02-25,23438814358270.50,2020,2020,25
2020-02-24,23406309603927.73,2020,2020,24
2020-02-21,23398029929177.72,2020,2020,21
2020-02-20,23392593917179.95,2020,2020,20
2020-02-19,23353218998160.83,2020,2020,19
2020-02-18,23351015383383.78,2020,2020,18
2020-02-14,23304810124087.34,2020,2020,14
2020-02-13,23305297151133.97,2020,2020,13
2020-02-12,23274098951494.08,2020,2020,12
2020-02-11,23290334555682.36,2020,2020,11
2020-02-10,23256356117175.05,2020,2020,10
2020-02-07,23251029947957.77,2020,2020,07
2020-02-06,23252918659478.48,2020,2020,06
2020-02-05,23246514802464.92,2020,2020,05
2020-02-04,23245675031890.21,2020,2020,04
2020-02-03,23205880808457.79,2020,2020,03
2020-01-31,23223812882713.14,2020,2020,31
2020-01-30,23251562887364.32,2020,2020,30
2020-01-29,23245086960945.30,2020,2020,29
2020-01-28,23243925228178.19,2020,2020,28
2020-01-27,23222353201896.43,2020,2020,27
2020-01-24,23209700605761.00,2020,2020,24
2020-01-23,23206605224315.72,2020,2020,23
2020-01-22,23205218318274.01,2020,2020,22
2020-01-21,23210413917317.85,2020,2020,21
2020-01-17,23211224948370.91,2020,2020,17
2020-01-16,23204331499429.68,2020,2020,16
2020-01-15,23194094220717.31,2020,2020,15
2020-01-14,23169005511211.19,2020,2020,14
2020-01-13,23169812958839.80,2020,2020,13
2020-01-10,23167150977339.08,2020,2020,10
2020-01-09,23167896598092.57,2020,2020,09
2020-01-08,23162752866961.31,2020,2020,08
2020-01-07,23176941125326.93,2020,2020,07
2020-01-06,23177144885141.89,2020,2020,06
2020-01-03,23170446328690.63,2020,2020,03
2020-01-02,23171999133830.77,2020,2020,02
2019-12-31,23201380134806.73,2020,2019,31
2019-12-30,23108827795092.86,2020,2019,30
2019-12-27,23107769339832.41,2020,2019,27
2019-12-26,23087322171475.93,2020,2019,26
2019-12-24,23079983443409.74,2020,2019,24
2019-12-23,23114180466630.56,2020,2019,23
2019-12-20,23086685242023.66,2020,2019,20
2019-12-19,23087583496360.18,2020,2019,19
2019-12-18,23099553825054.78,2020,2019,18
2019-12-17,23111464945605.77,2020,2019,17
2019-12-16,23108183009514.16,2020,2019,16
2019-12-13,23050442180309.76,2020,2019,13
2019-12-12,23053720112278.14,2020,2019,12
2019-12-11,23069400573219.26,2020,2019,11
2019-12-10,23083091432274.61,2020,2019,10
2019-12-09,23096982431273.97,2020,2019,09
2019-12-06,23090050191986.99,2020,2019,06
2019-12-05,23091135155881.25,2020,2019,05
2019-12-04,23089914098997.55,2020,2019,04
2019-12-03,23088270750961.77,2020,2019,03
2019-12-02,23104975299128.72,2020,2019,02
2019-11-29,23076198934547.70,2020,2019,29
2019-11-27,23076065396434.08,2020,2019,27
2019-11-26,23093189799412.05,2020,2019,26
2019-11-25,23072730495315.54,2020,2019,25
2019-11-22,23071842154164.67,2020,2019,22
2019-11-21,23051248112073.68,2020,2019,21
2019-11-20,23053420423509.05,2020,2019,20
2019-11-19,23066176871795.89,2020,2019,19
2019-11-18,23050780866023.83,2020,2019,18
2019-11-15,23043682074915.91,2020,2019,15
2019-11-14,23016663627659.38,2020,2019,14
2019-11-13,23004857754547.26,2020,2019,13
2019-11-12,23015089744090.63,2020,2019,12
2019-11-08,23006336134064.42,2020,2019,08
2019-11-07,23004022933459.45,2020,2019,07
2019-11-06,22985834022811.17,2020,2019,06
2019-11-05,22986015532306.35,2020,2019,05
2019-11-04,22965707933965.52,2020,2019,04
2019-11-01,22953224244018.87,2020,2019,01
2019-10-31,23008409564494.99,2020,2019,31
2019-10-30,22963226486608.38,2020,2019,30
2019-10-29,22966319890586.47,2020,2019,29
2019-10-28,22950538299859.71,2020,2019,28
2019-10-25,22948911971466.48,2020,2019,25
2019-10-24,22943159688775.93,2020,2019,24
2019-10-23,22926602224587.40,2020,2019,23
2019-10-22,22940939205328.00,2020,2019,22
2019-10-21,22922454475325.50,2020,2019,21
2019-10-18,22918893401337.22,2020,2019,18
2019-10-17,22918794762476.14,2020,2019,17
2019-10-16,22897812971228.86,2020,2019,16
2019-10-15,22902889023079.27,2020,2019,15
2019-10-11,22843617581353.64,2020,2019,11
2019-10-10,22842749110170.59,2020,2019,10
2019-10-09,22823858730049.53,2020,2019,09
2019-10-08,22839353088152.28,2020,2019,08
2019-10-07,22836905127489.22,2020,2019,07
2019-10-04,22834429766201.04,2020,2019,04
2019-10-03,22829455689908.62,2020,2019,03
2019-10-02,22827535000529.65,2020,2019,02
2019-10-01,22798479742321.92,2020,2019,01
2019-09-30,22719401753433.78,2019,2019,30
2019-09-27,22622684674364.43,2019,2019,27
2019-09-26,22609957618808.14,2019,2019,26
2019-09-25,22607428369788.64,2019,2019,25
2019-09-24,22622770690001.99,2019,2019,24
2019-09-23,22610453853393.56,2019,2019,23
2019-09-20,22605632959665.14,2019,2019,20
2019-09-19,22610196598036.67,2019,2019,19
2019-09-18,22590164470365.91,2019,2019,18
2019-09-17,22602942644871.49,2019,2019,17
2019-09-16,22586281657819.33,2019,2019,16
2019-09-13,22557571535314.09,2019,2019,13
2019-09-12,22557781101458.39,2019,2019,12
2019-09-11,22539506714045.44,2019,2019,11
2019-09-10,22558141162723.67,2019,2019,10
2019-09-09,22537423716466.15,2019,2019,09
2019-09-06,22532757499591.39,2019,2019,06
2019-09-05,22531817693305.66,2019,2019,05
2019-09-04,22517297955639.18,2019,2019,04
2019-09-03,22499028130171.28,2019,2019,03
2019-08-30,22460466625952.37,2019,2019,30
2019-08-29,22467795131451.64,2019,2019,29
2019-08-28,22456832939116.24,2019,2019,28
2019-08-27,22472360797329.80,2019,2019,27
2019-08-26,22440782615874.92,2019,2019,26
2019-08-23,22430807789262.13,2019,2019,23
2019-08-22,22430652209581.70,2019,2019,22
2019-08-21,22414598129671.70,2019,2019,21
2019-08-20,22428001691709.87,2019,2019,20
2019-08-19,22396345008911.25,2019,2019,19
2019-08-16,22389559542935.74,2019,2019,16
2019-08-15,22385387228972.44,2019,2019,15
2019-08-14,22342140787120.32,2019,2019,14
2019-08-13,22359330185064.46,2019,2019,13
2019-08-12,22331333773573.19,2019,2019,12
2019-08-09,22326506729822.41,2019,2019,09
2019-08-08,22327888143759.66,2019,2019,08
2019-08-07,22321542218139.83,2019,2019,07
2019-08-06,22322413855280.18,2019,2019,06
2019-08-05,22320985030325.55,2019,2019,05
2019-08-02,22314300536778.37,2019,2019,02
2019-08-01,22022779932477.98,2019,2019,01
2019-07-31,22022368854863.19,2019,2019,31
2019-07-30,22022376894711.12,2019,2019,30
2019-07-29,22022351130583.63,2019,2019,29
2019-07-26,22022795612652.49,2019,2019,26
2019-07-25,22022943775070.37,2019,2019,25
2019-07-24,22022541856518.42,2019,2019,24
2019-07-23,22022691412700.74,2019,2019,23
2019-07-22,22022669203729.33,2019,2019,22
2019-07-19,22023119533123.43,2019,2019,19
2019-07-18,22023269635664.39,2019,2019,18
2019-07-17,22022359616295.42,2019,2019,17
2019-07-16,22022511127420.27,2019,2019,16
2019-07-15,22022489157318.43,2019,2019,15
2019-07-12,22022945564301.12,2019,2019,12
2019-07-11,22023097720080.98,2019,2019,11
2019-07-10,22022672056021.83,2019,2019,10
2019-07-09,22022825153825.04,2019,2019,09
2019-07-08,22022792479867.40,2019,2019,08
2019-07-05,22023252678157.00,2019,2019,05
2019-07-03,22022999766188.67,2019,2019,03
2019-07-02,22023154457098.57,2019,2019,02
2019-07-01,22023127457029.41,2019,2019,01
2019-06-28,22023282617075.45,2019,2019,28
2019-06-27,22025713624721.18,2019,2019,27
2019-06-26,22025311154285.78,2019,2019,26
2019-06-25,22025467877267.26,2019,2019,25
2019-06-24,22025444218890.86,2019,2019,24
2019-06-21,22025916805261.83,2019,2019,21
2019-06-20,22026074359429.66,2019,2019,20
2019-06-19,22025126584081.54,2019,2019,19
2019-06-18,22025285716123.66,2019,2019,18
2019-06-17,22025257265224.76,2019,2019,17
2019-06-14,22025737667227.33,2019,2019,14
2019-06-13,22025897802924.26,2019,2019,13
2019-06-12,22025467215322.33,2019,2019,12
2019-06-11,22025629973683.95,2019,2019,11
2019-06-10,22025597084037.73,2019,2019,10
2019-06-07,22026087862210.14,2019,2019,07
2019-06-06,22026251450735.52,2019,2019,06
2019-06-05,22025796403796.43,2019,2019,05
2019-06-04,22025961143635.30,2019,2019,04
2019-06-03,22025927312962.14,2019,2019,03
2019-05-31,22026423883026.38,2019,2019,31
2019-05-30,22027424114818.60,2019,2019,30
2019-05-29,22026955988128.91,2019,2019,29
2019-05-28,22027122548264.26,2019,2019,28
2019-05-24,22027582043284.14,2019,2019,24
2019-05-23,22027749066883.72,2019,2019,23
2019-05-22,22026679116252.14,2019,2019,22
2019-05-21,22026846898345.44,2019,2019,21
2019-05-20,22026794607778.78,2019,2019,20
2019-05-17,22027298281442.30,2019,2019,17
2019-05-16,22027466173302.66,2019,2019,16
2019-05-15,22026973836645.55,2019,2019,15
2019-05-14,22027142477788.08,2019,2019,14
2019-05-13,22027088803760.18,2019,2019,13
2019-05-10,22027594778503.72,2019,2019,10
2019-05-09,22027763492693.17,2019,2019,09
2019-05-08,22027265000437.08,2019,2019,08
2019-05-07,22027434332952.25,2019,2019,07
2019-05-06,22027330249714.53,2019,2019,06
2019-05-03,22027834270147.16,2019,2019,03
2019-05-02,22028002290150.87,2019,2019,02
2019-05-01,22027499772496.57,2019,2019,01
2019-04-30,22027668200019.47,2019,2019,30
2019-04-29,22027220511577.98,2019,2019,29
2019-04-26,22027725902609.90,2019,2019,26
2019-04-25,22027894379236.04,2019,2019,25
2019-04-24,22026750845632.11,2019,2019,24
2019-04-23,22026919403453.14,2019,2019,23
2019-04-22,22026865292117.75,2019,2019,22
2019-04-19,22027373329054.47,2019,2019,19
2019-04-18,22027542672770.63,2019,2019,18
2019-04-17,22027026475248.40,2019,2019,17
2019-04-16,22027197885173.36,2019,2019,16
2019-04-15,22027148377103.51,2019,2019,15
2019-04-12,22027664941778.85,2019,2019,12
2019-04-11,22027837127788.04,2019,2019,11
2019-04-10,22027323060789.03,2019,2019,10
2019-04-09,22027496999035.60,2019,2019,09
2019-04-08,22027449134390.73,2019,2019,08
2019-04-05,22027973012982.34,2019,2019,05
2019-04-04,22028147661589.79,2019,2019,04
2019-04-02,22027579108932.54,2019,2019,02
2019-04-01,22027704987724.49,2019,2019,01
2019-03-29,22027880157027.99,2019,2019,29
2019-03-28,22029112480741.88,2019,2019,28
2019-03-27,22027897795377.42,2019,2019,27
2019-03-26,22028072102351.20,2019,2019,26
2019-03-25,22027998543525.24,2019,2019,25
2019-03-22,22028518927886.87,2019,2019,22
2019-03-21,22028692383333.10,2019,2019,21
2019-03-20,22028089812176.34,2019,2019,20
2019-03-19,22028262639972.93,2019,2019,19
2019-03-18,22028190803484.94,2019,2019,18
2019-03-15,22028706063174.96,2019,2019,15
2019-03-14,22028877815332.49,2019,2019,14
2019-03-13,22028273031640.25,2019,2019,13
2019-03-12,22028444133429.20,2019,2019,12
2019-03-11,22028371305809.44,2019,2019,11
2019-03-08,22028881490539.35,2019,2019,08
2019-03-07,22029051549002.87,2019,2019,07
2019-03-06,22028357199655.04,2019,2019,06
2019-03-05,22028524548385.66,2019,2019,05
2019-03-04,22028447125652.23,2019,2019,04
2019-03-01,22028945980301.65,2019,2019,01
2019-02-28,22115526445599.07,2019,2019,28
2019-02-27,22074317868857.95,2019,2019,27
2019-02-26,22089959800922.00,2019,2019,26
2019-02-25,22067095964458.39,2019,2019,25
2019-02-22,22063557299600.16,2019,2019,22
2019-02-21,22039289882625.87,2019,2019,21
2019-02-20,22039763197239.24,2019,2019,20
2019-02-19,22040666955080.47,2019,2019,19
2019-02-15,22025547947478.37,2019,2019,15
2019-02-14,22015608446497.27,2019,2019,14
2019-02-13,22020113259723.01,2019,2019,13
2019-02-12,22035768149459.89,2019,2019,12
2019-02-11,22012840891685.32,2019,2019,11
2019-02-08,21957707162297.58,2019,2019,08
2019-02-07,21955061924930.72,2019,2019,07
2019-02-06,21957560953101.45,2019,2019,06
2019-02-05,21957295730198.83,2019,2019,05
2019-02-04,21933491166604.77,2019,2019,04
2019-02-01,21921630334906.20,2019,2019,01
2019-01-31,21982423036475.23,2019,2019,31
2019-01-30,21968157827920.13,2019,2019,30
2019-01-29,21973331001422.70,2019,2019,29
2019-01-28,21955074791078.53,2019,2019,28
2019-01-25,21950249913408.50,2019,2019,25
2019-01-24,21941258881102.69,2019,2019,24
2019-01-23,21947795866492.78,2019,2019,23
2019-01-22,21953160110078.25,2019,2019,22
2019-01-18,21954898759285.36,2019,2019,18
2019-01-17,21954771806120.41,2019,2019,17
2019-01-16,21960411284948.15,2019,2019,16
2019-01-15,21969969573018.07,2019,2019,15
2019-01-14,21919993773556.77,2019,2019,14
2019-01-11,21917159310974.58,2019,2019,11
2019-01-10,21917603881288.34,2019,2019,10
2019-01-09,21930194582386.14,2019,2019,09
2019-01-08,21941436879693.69,2019,2019,08
2019-01-07,21935478484527.11,2019,2019,07
2019-01-04,21931966199373.94,2019,2019,04
2019-01-03,21929258046653.58,2019,2019,03
2019-01-02,21943897507129.68,2019,2019,02
2018-12-31,21974095705790.55,2019,2018,31
2018-12-28,21867322638334.45,2019,2018,28
2018-12-27,21845329154412.01,2019,2018,27
2018-12-26,21861315992472.00,2019,2018,26
2018-12-24,21862540831594.79,2019,2018,24
2018-12-21,21868943731576.67,2019,2018,21
2018-12-20,21863635176724.12,2019,2018,20
2018-12-19,21873194423164.45,2019,2018,19
2018-12-18,21885501490485.79,2019,2018,18
2018-12-17,21876674953142.67,2019,2018,17
2018-12-14,21820936961476.66,2019,2018,14
2018-12-13,21823094510705.58,2019,2018,13
2018-12-12,21836655970708.04,2019,2018,12
2018-12-11,21849744563858.24,2019,2018,11
2018-12-10,21854296172540.94,2019,2018,10
2018-12-07,21850844847464.58,2019,2018,07
2018-12-06,21851519415475.75,2019,2018,06
2018-12-05,21839046215674.56,2019,2018,05
2018-12-04,21836687236972.05,2019,2018,04
2018-12-03,21824097352309.98,2019,2018,03
2018-11-30,21850093880675.80,2019,2018,30
2018-11-29,21818103811690.47,2019,2018,29
2018-11-28,21801924124576.84,2019,2018,28
2018-11-27,21816375589157.53,2019,2018,27
2018-11-26,21811396160621.93,2019,2018,26
2018-11-23,21802839722859.62,2019,2018,23
2018-11-21,21769263916844.09,2019,2018,21
2018-11-20,21782702247862.12,2019,2018,20
2018-11-19,21772154155056.20,2019,2018,19
2018-11-16,21766361664768.69,2019,2018,16
2018-11-15,21763815767800.21,2019,2018,15
2018-11-14,21725713263679.99,2019,2018,14
2018-11-13,21734201829935.66,2019,2018,13
2018-11-09,21732569650931.19,2019,2018,09
2018-11-08,21733425227728.46,2019,2018,08
2018-11-07,21690440697756.73,2019,2018,07
2018-11-06,21691245489008.61,2019,2018,06
2018-11-05,21682375718173.25,2019,2018,05
2018-11-02,21676608763810.66,2019,2018,02
2018-11-01,21683971652591.44,2019,2018,01
2018-10-31,21702369768174.47,2019,2018,31
2018-10-30,21699981385978.17,2019,2018,30
2018-10-29,21697502722082.55,2019,2018,29
2018-10-26,21694906926249.19,2019,2018,26
2018-10-25,21695750095091.45,2019,2018,25
2018-10-24,21671062290012.80,2019,2018,24
2018-10-23,21682446587870.73,2019,2018,23
2018-10-22,21674683713625.99,2019,2018,22
2018-10-19,21671476474549.22,2019,2018,19
2018-10-18,21672453590238.12,2019,2018,18
2018-10-17,21653793061650.80,2019,2018,17
2018-10-16,21661717322449.45,2019,2018,16
2018-10-15,21654150409486.39,2019,2018,15
2018-10-12,21597941304882.14,2019,2018,12
2018-10-11,21590013434727.39,2019,2018,11
2018-10-10,21594438319301.65,2019,2018,10
2018-10-09,21602285916278.38,2019,2018,09
2018-10-05,21599293061786.97,2019,2018,05
2018-10-04,21599377345082.36,2019,2018,04
2018-10-03,21605363414469.16,2019,2018,03
2018-10-02,21618812057150.71,2019,2018,02
2018-10-01,21606948383546.28,2019,2018,01
2018-09-28,21516058183180.23,2018,2018,28
2018-09-27,21431887134696.46,2018,2018,27
2018-09-26,21471059693409.20,2018,2018,26
2018-09-25,21482774907893.49,2018,2018,25
2018-09-24,21475519434473.53,2018,2018,24
2018-09-21,21466736176134.46,2018,2018,21
2018-09-20,21467468522886.37,2018,2018,20
2018-09-19,21494298981877.34,2018,2018,19
2018-09-18,21499171612329.23,2018,2018,18
2018-09-17,21490885696294.14,2018,2018,17
2018-09-14,21432243515559.68,2018,2018,14
2018-09-13,21432542252109.45,2018,2018,13
2018-09-12,21450777638517.61,2018,2018,12
2018-09-11,21466240223764.98,2018,2018,11
2018-09-10,21459790397306.67,2018,2018,10
2018-09-07,21456483108262.84,2018,2018,07
2018-09-06,21454589882352.10,2018,2018,06
2018-09-05,21471068566864.17,2018,2018,05
2018-09-04,21455349744287.30,2018,2018,04
2018-08-31,21458849674105.03,2018,2018,31
2018-08-30,21442467655114.31,2018,2018,30
2018-08-29,21439418968321.48,2018,2018,29
2018-08-28,21441778054853.24,2018,2018,28
2018-08-27,21434509795753.30,2018,2018,27
2018-08-24,21427915886083.86,2018,2018,24
2018-08-23,21427964691382.19,2018,2018,23
2018-08-22,21406769129269.27,2018,2018,22
2018-08-21,21419489702413.26,2018,2018,21
2018-08-20,21413596733315.34,2018,2018,20
2018-08-17,21411381995917.67,2018,2018,17
2018-08-16,21407198924328.46,2018,2018,16
2018-08-15,21372335862718.26,2018,2018,15
2018-08-14,21351570155673.96,2018,2018,14
2018-08-13,21345092516711.61,2018,2018,13
2018-08-10,21340305860713.26,2018,2018,10
2018-08-09,21342180438050.36,2018,2018,09
2018-08-08,21298611652099.77,2018,2018,08
2018-08-07,21309935887061.00,2018,2018,07
2018-08-06,21305396357131.22,2018,2018,06
2018-08-03,21299885021440.17,2018,2018,03
2018-08-02,21313281480972.70,2018,2018,02
2018-08-01,21264843695121.88,2018,2018,01
2018-07-31,21313061060202.36,2018,2018,31
2018-07-30,21299336900639.99,2018,2018,30
2018-07-27,21298529758160.39,2018,2018,27
2018-07-26,21298625513846.47,2018,2018,26
2018-07-25,21265465085278.12,2018,2018,25
2018-07-24,21271247800540.01,2018,2018,24
2018-07-23,21263807944392.77,2018,2018,23
2018-07-20,21260651850117.75,2018,2018,20
2018-07-19,21259998398094.92,2018,2018,19
2018-07-18,21240863782088.95,2018,2018,18
2018-07-17,21255414486483.41,2018,2018,17
2018-07-16,21243372844071.82,2018,2018,16
2018-07-13,21210749709985.38,2018,2018,13
2018-07-12,21211173172828.90,2018,2018,12
2018-07-11,21207800900961.24,2018,2018,11
2018-07-10,21216401150637.29,2018,2018,10
2018-07-09,21208118414223.52,2018,2018,09
2018-07-06,21205959245607.94,2018,2018,06
2018-07-05,21202772898489.06,2018,2018,05
2018-07-03,21200946191836.57,2018,2018,03
2018-07-02,21206269833983.27,2018,2018,02
2018-06-29,21195069635322.81,2018,2018,29
2018-06-28,21128999819421.29,2018,2018,28
2018-06-27,21132466998348.70,2018,2018,27
2018-06-26,21149679487479.03,2018,2018,26
2018-06-25,21140053677467.79,2018,2018,25
2018-06-22,21130600883846.19,2018,2018,22
2018-06-21,21130804062854.82,2018,2018,21
2018-06-20,21134210723405.84,2018,2018,20
2018-06-19,21145776248815.35,2018,2018,19
2018-06-18,21131552165121.66,2018,2018,18
2018-06-15,21123860003777.00,2018,2018,15
2018-06-14,21080800469062.53,2018,2018,14
2018-06-13,21086796728063.70,2018,2018,13
2018-06-12,21099489928692.23,2018,2018,12
2018-06-11,21092939472262.30,2018,2018,11
2018-06-08,21089120186022.95,2018,2018,08
2018-06-07,21100104747917.42,2018,2018,07
2018-06-06,21102352873994.41,2018,2018,06
2018-06-05,21101359553390.92,2018,2018,05
2018-06-04,21090788185039.90,2018,2018,04
2018-06-01,21083101841090.82,2018,2018,01
2018-05-31,21145215185726.27,2018,2018,31
2018-05-30,21105716687008.42,2018,2018,30
2018-05-29,21103081230154.62,2018,2018,29
2018-05-25,21100147496907.13,2018,2018,25
2018-05-24,21086523104703.44,2018,2018,24
2018-05-23,21082960914217.14,2018,2018,23
2018-05-22,21094646382036.53,2018,2018,22
2018-05-21,21085944732707.85,2018,2018,21
2018-05-18,21080657571615.85,2018,2018,18
2018-05-17,21080911541301.81,2018,2018,17
2018-05-16,21073973527665.04,2018,2018,16
2018-05-15,21085763264509.00,2018,2018,15
2018-05-14,21054333351581.17,2018,2018,14
2018-05-11,21050639712224.13,2018,2018,11
2018-05-10,21050822593901.63,2018,2018,10
2018-05-09,21041008612752.39,2018,2018,09
2018-05-08,21054765494439.73,2018,2018,08
2018-05-07,21044166639576.73,2018,2018,07
2018-05-04,21037962909322.34,2018,2018,04
2018-05-03,21033707724786.27,2018,2018,03
2018-05-02,21045329035471.85,2018,2018,02
2018-05-01,21030629980055.97,2018,2018,01
2018-04-30,21068200197433.39,2018,2018,30
2018-04-27,21053362097750.15,2018,2018,27
2018-04-26,21055498294426.90,2018,2018,26
2018-04-25,21059600102296.72,2018,2018,25
2018-04-24,21062394007499.15,2018,2018,24
2018-04-23,21043317739890.61,2018,2018,23
2018-04-20,21038689089288.52,2018,2018,20
2018-04-19,21035490499062.02,2018,2018,19
2018-04-18,21079825622461.71,2018,2018,18
2018-04-17,21078301250985.42,2018,2018,17
2018-04-16,21070966420897.65,2018,2018,16
2018-04-13,21063430153271.02,2018,2018,13
2018-04-12,21062482347576.05,2018,2018,12
2018-04-11,21121833941447.86,2018,2018,11
2018-04-10,21134791585045.75,2018,2018,10
2018-04-09,21126975459212.66,2018,2018,09
2018-04-06,21120328488282.31,2018,2018,06
2018-04-05,21120516214632.52,2018,2018,05
2018-04-04,21118181678650.67,2018,2018,04
2018-04-03,21117036563374.48,2018,2018,03
2018-04-02,21119428167134.32,2018,2018,02
2018-03-30,21089642954195.85,2018,2018,30
2018-03-29,21113576555836.45,2018,2018,29
2018-03-28,21071123981792.35,2018,2018,28
2018-03-27,21085008958072.43,2018,2018,27
2018-03-26,21078004295231.99,2018,2018,26
2018-03-23,21068911163715.00,2018,2018,23
2018-03-22,21065155853968.88,2018,2018,22
2018-03-21,21032685133173.23,2018,2018,21
2018-03-20,21050409012718.72,2018,2018,20
2018-03-19,21044423366830.66,2018,2018,19
2018-03-16,21034109394094.77,2018,2018,16
2018-03-15,21031067004766.25,2018,2018,15
2018-03-14,20958230936189.63,2018,2018,14
2018-03-13,20972809767485.34,2018,2018,13
2018-03-12,20962217016816.16,2018,2018,12
2018-03-09,20957037099272.42,2018,2018,09
2018-03-08,20957314831621.48,2018,2018,08
2018-03-07,20879868237922.03,2018,2018,07
2018-03-06,20878815095126.54,2018,2018,06
2018-03-05,20872756577561.62,2018,2018,05
2018-03-02,20867726890754.58,2018,2018,02
2018-03-01,20874435529527.56,2018,2018,01
2018-02-28,20855671542905.95,2018,2018,28
2018-02-27,20838188918432.14,2018,2018,27
2018-02-26,20828957756485.62,2018,2018,26
2018-02-23,20820865274109.09,2018,2018,23
2018-02-22,20804998625487.55,2018,2018,22
2018-02-21,20763473664583.21,2018,2018,21
2018-02-20,20769498460581.94,2018,2018,20
2018-02-16,20760158076330.68,2018,2018,16
2018-02-15,20710203610249.74,2018,2018,15
2018-02-14,20669606301184.90,2018,2018,14
2018-02-13,20681825802445.42,2018,2018,13
2018-02-12,20673916370594.86,2018,2018,12
2018-02-09,20669079408408.12,2018,2018,09
2018-02-08,20494637976880.62,2018,2018,08
2018-02-07,20494084701228.73,2018,2018,07
2018-02-06,20494165051604.50,2018,2018,06
2018-02-05,20494245400584.32,2018,2018,05
2018-02-02,20494486445042.85,2018,2018,02
2018-02-01,20494566890206.07,2018,2018,01
2018-01-31,20493729921939.72,2018,2018,31
2018-01-30,20493027951424.22,2018,2018,30
2018-01-29,20493107046026.84,2018,2018,29
2018-01-26,20493344333189.55,2018,2018,26
2018-01-25,20493423423807.19,2018,2018,25
2018-01-24,20492951837215.06,2018,2018,24
2018-01-23,20493029991624.76,2018,2018,23
2018-01-22,20493108144643.13,2018,2018,22
2018-01-19,20493342622878.63,2018,2018,19
2018-01-18,20493420765319.99,2018,2018,18
2018-01-17,20492939320324.04,2018,2018,17
2018-01-16,20493016378414.12,2018,2018,16
2018-01-12,20493324536905.96,2018,2018,12
2018-01-11,20493401574964.07,2018,2018,11
2018-01-10,20492919204874.46,2018,2018,10
2018-01-09,20492994543246.08,2018,2018,09
2018-01-08,20493069880245.37,2018,2018,08
2018-01-05,20493295888804.95,2018,2018,05
2018-01-04,20493371220438.59,2018,2018,04
2018-01-03,20492526045598.18,2018,2018,03
2018-01-02,20492598761860.61,2018,2018,02
2017-12-29,20492746546193.75,2018,2017,29
2017-12-28,20492954574011.86,2018,2017,28
2017-12-27,20492512514851.00,2018,2017,27
2017-12-26,20492584911300.31,2018,2017,26
2017-12-22,20492874492282.58,2018,2017,22
2017-12-21,20492946882116.34,2018,2017,21
2017-12-20,20492523558087.55,2018,2017,20
2017-12-19,20492594576868.17,2018,2017,19
2017-12-18,20492665673399.91,2018,2017,18
2017-12-15,20492878719927.31,2018,2017,15
2017-12-14,20492949732212.36,2018,2017,14
2017-12-13,20487502503616.26,2018,2017,13
2017-12-12,20492607932866.63,2018,2017,12
2017-12-11,20492677740169.28,2018,2017,11
2017-12-08,20492887195569.14,2018,2017,08
2017-12-07,20541101511244.25,2018,2017,07
2017-12-06,20546441840672.42,2018,2017,06
2017-12-05,20546623579203.52,2018,2017,05
2017-12-04,20540360356857.05,2018,2017,04
2017-12-01,20531846220213.62,2018,2017,01
2017-11-30,20590391942312.26,2018,2017,30
2017-11-29,20564167371736.70,2018,2017,29
2017-11-28,20567936964198.06,2018,2017,28
2017-11-27,20563678566454.32,2018,2017,27
2017-11-24,20557279072690.55,2018,2017,24
2017-11-22,20533379940805.47,2018,2017,22
2017-11-21,20546926554467.78,2018,2017,21
2017-11-20,20538363384975.76,2018,2017,20
2017-11-17,20534019362990.57,2018,2017,17
2017-11-16,20529210216668.85,2018,2017,16
2017-11-15,20507345683038.68,2018,2017,15
2017-11-14,20503586293308.37,2018,2017,14
2017-11-13,20497883954505.37,2018,2017,13
2017-11-10,20467375664755.32,2018,2017,10
2017-11-09,20496092622812.53,2018,2017,09
2017-11-08,20472055576918.71,2018,2017,08
2017-11-07,20482255904624.36,2018,2017,07
2017-11-06,20474850038554.54,2018,2017,06
2017-11-03,20469010197347.96,2018,2017,03
2017-11-02,20484949588327.36,2018,2017,02
2017-11-01,20453288033638.83,2018,2017,01
2017-10-31,20442473549889.39,2018,2017,31
2017-10-30,20453368882109.34,2018,2017,30
2017-10-27,20454137488012.65,2018,2017,27
2017-10-26,20453245142792.62,2018,2017,26
2017-10-25,20439686602058.66,2018,2017,25
2017-10-24,20443455421241.51,2018,2017,24
2017-10-23,20435639346821.03,2018,2017,23
2017-10-20,20432034265111.78,2018,2017,20
2017-10-19,20433416014983.44,2018,2017,19
2017-10-18,20423370425348.89,2018,2017,18
2017-10-17,20433393699689.36,2018,2017,17
2017-10-16,20422972363114.29,2018,2017,16
2017-10-13,20384194022196.04,2018,2017,13
2017-10-12,20382178657059.56,2018,2017,12
2017-10-11,20375497503910.59,2018,2017,11
2017-10-10,20383171480978.80,2018,2017,10
2017-10-06,20373231412162.96,2018,2017,06
2017-10-05,20371173402452.23,2018,2017,05
2017-10-04,20346648181637.91,2018,2017,04
2017-10-03,20343751188107.81,2018,2017,03
2017-10-02,20347802336477.80,2018,2017,02
2017-09-29,20244900016053.51,2017,2017,29
2017-09-28,20203668853807.76,2017,2017,28
2017-09-27,20188949439233.63,2017,2017,27
2017-09-26,20200728540248.27,2017,2017,26
2017-09-25,20190193324915.90,2017,2017,25
